id,user_id,transaction_date,stored,extracted,description
25,1,"2026-06-01T05:00:00.000Z",2205.74,19.28,"Card Purchase 05/29 Spirits & Snacks Chicago IL Card 3413 - 19.28"
26,1,"2026-06-01T05:00:00.000Z",2157.58,48.16,"Card Purchase 05/29 Su Taqueria El Rey Del Chicago IL Card 3413 - 48.16"
27,1,"2026-06-01T05:00:00.000Z",2135.15,22.43,"Card Purchase 05/30 Tst* Jeni's Splendid Ic Chicago IL Card 3413 - 22.43"
28,1,"2026-06-01T05:00:00.000Z",2130.78,-4.37,"Card Purchase 05/31 Starbucks Store 02223 Chicago IL Card 3413 -4.37"
29,1,"2026-06-01T05:00:00.000Z",2090.45,40.33,"Card Purchase With Pin 05/31 Target T-0942 Chicago IL Card 3413 - 40.33"
30,1,"2026-06-01T05:00:00.000Z",2081.69,-8.76,"Card Purchase 06/01 Tst* Small Bar Chicago IL Card 3413 -8.76"
31,1,"2026-06-01T05:00:00.000Z",2034.94,46.75,"Card Purchase With Pin 06/01 Target T-0942 Chicago IL Card 3413 - 46.75"
32,1,"2026-06-02T05:00:00.000Z",1857.47,-177.47,"Comcast-Xfinity Cable Svcs PPD ID: 0000213249 -177.47"
33,1,"2026-06-02T05:00:00.000Z",1823.43,34.04,"Card Purchase With Pin 06/02 Target T-0942 Chicago IL Card 3413 - 34.04"
34,1,"2026-06-04T05:00:00.000Z",1795.32,17.18,"Card Purchase 06/03 Spirits & Snacks Chicago IL Card 3413 - 17.18"
35,1,"2026-06-04T05:00:00.000Z",1781,14.32,"Recurring Card Purchase 06/03 Spotify USA 877-7781161 NY Card 3413 - 14.32"
36,1,"2026-06-04T05:00:00.000Z",1762.25,18.75,"Card Purchase 06/04 Convenient Food Mart Chicago IL Card 3413 - 18.75"
37,1,"2026-06-04T05:00:00.000Z",1386.25,-376,"Card Purchase 06/04 Gametime Gametime.CO CA Card 3413 -376.00"
38,1,"2026-06-04T05:00:00.000Z",1334.74,51.51,"Card Purchase With Pin 06/04 Target T-0942 Chicago IL Card 3413 - 51.51"
39,1,"2026-06-08T05:00:00.000Z",1289.82,40.92,"Card Purchase 06/05 Su Taqueria El Rey Del Chicago IL Card 3413 - 40.92"
40,1,"2026-06-08T05:00:00.000Z",1280.26,-5.56,"Card Purchase 06/06 Target T-0942 Chicago IL Card 3413 -5.56"
41,1,"2026-06-08T05:00:00.000Z",1271.28,-8.98,"Card Purchase 06/07 Tst* Old Crow Wrigleyvi Chicago IL Card 3413 -8.98"
42,1,"2026-06-08T05:00:00.000Z",1214.8,56.48,"Card Purchase 06/06 Levy@2Wrigley Field Chicago IL Card 3413 - 56.48"
43,1,"2026-06-08T05:00:00.000Z",1191.69,23.11,"Card Purchase 06/06 Levy@2Wrigley Field Chicago IL Card 3413 - 23.11"
44,1,"2026-06-08T05:00:00.000Z",1161.49,30.2,"Card Purchase 06/07 Tst* The Stretch Chicago IL Card 3413 - 30.20 TRANSACTION DETAIL (continued) *start*transaction detail *end*transaction detail -- 2 of 4 -- 3 4	Page of Account Number: You were not charged a Monthly Service Fee ONE Account was linked"
45,1,"2026-06-08T05:00:00.000Z",1097.32,60.17,"Card Purchase With Pin 06/07 Target T-0942 Chicago IL Card 3413 - 60.17"
46,1,"2026-06-08T05:00:00.000Z",1051.61,45.71,"Card Purchase With Pin 06/08 Target T-0942 Chicago IL Card 3413 - 45.71"
47,1,"2026-06-09T05:00:00.000Z",1015.53,33.53,"Card Purchase With Pin 06/09 Target T-0942 Chicago IL Card 3413 - 33.53"
48,1,"2026-06-10T05:00:00.000Z",997.98,-3,"Subscription Acorns Cqr7J9 Web ID: 9000142694 -3.00"
49,1,"2026-06-10T05:00:00.000Z",976.6,21.38,"Card Purchase With Pin 06/10 Target T-0942 Chicago IL Card 3413 - 21.38"
53,1,"2026-06-12T05:00:00.000Z",2736.13,32.08,"Card Purchase 06/11 Regal City North 1789 Chicago IL Card 3413 - 32.08"
55,1,"2026-06-15T05:00:00.000Z",2752.69,13.44,"Card Purchase 06/12 Spirits & Snacks Chicago IL Card 3413 - 13.44"
56,1,"2026-06-15T05:00:00.000Z",2667.31,85.38,"Card Purchase 06/12 Tst*Texan Taco Bar Chicago IL Card 3413 - 85.38"
57,1,"2026-06-15T05:00:00.000Z",2652.47,14.84,"Card Purchase 06/13 Chipotle 1244 Chicago IL Card 3413 - 14.84"
58,1,"2026-06-15T05:00:00.000Z",2640.86,11.61,"Card Purchase 06/13 Spirits & Snacks Chicago IL Card 3413 - 11.61"
59,1,"2026-06-15T05:00:00.000Z",2633.2,-7.66,"Card Purchase 06/14 Tst* Frank And Mary's T Chicago IL Card 3413 -7.66"
60,1,"2026-06-15T05:00:00.000Z",2586.22,39.99,"Recurring Card Purchase 06/14 LA Fitness 949-255-8100 CA Card 3413 - 39.99"
61,1,"2026-06-15T05:00:00.000Z",2522.22,64,"Card Purchase With Pin 06/14 Target T-0942 Chicago IL Card 3413 - 64.00"
62,1,"2026-06-15T05:00:00.000Z",2474.61,47.61,"Card Purchase With Pin 06/15 Target T-0942 Chicago IL Card 3413 - 47.61"
63,1,"2026-06-16T05:00:00.000Z",2444.61,30,"Recurring Card Purchase 06/16 Scrimba Oslo Card 3413 - 30.00"
64,1,"2026-06-16T05:00:00.000Z",2415.61,29,"Card Purchase 06/16 Www.Logoai.Com Logoai.Com VA Card 3413 - 29.00"
65,1,"2026-06-16T05:00:00.000Z",2240.61,-175,"Robinhood Funds 892953134 Web ID: 1464364776 -175.00"
66,1,"2026-06-16T05:00:00.000Z",2065.61,-175,"Robinhood Funds 892953134 Web ID: 1464364776 -175.00"
67,1,"2026-06-16T05:00:00.000Z",2035.62,29.99,"Robinhood Funds 892953134 Web ID: 1464364776 - 29.99"
68,1,"2026-06-16T05:00:00.000Z",1040.62,-995,"Check # 4151 -995.00 on your CHASE TOTAL CHECKING account since you had of the following during the monthly statement period: in qualifying electronic deposits; or statement) average beginning day balance in this account, or in combination with any other linked qualifying personal deposits or investments; or to a qualifying checking account TRANSACTION DETAIL (continued) *start*transaction detail *end*transaction detail *start*post transaction detail message *end*post transaction detail message -- 3 of 4 -- 4 4	Page of IN CASE OF ERRORS OR QUESTIONS ABOUT YOUR ELECTRONIC FUNDS TRANSFERS: For personal accounts only: For business accounts, IN CASE OF ERRORS OR QUESTIONS ABOUT NON-ELECTRONIC FUNDS TRANSFERS JPMorgan Chase Bank, N.A. Member FDIC Account Number: you need more information about a transfer listed on the statement or receipt. We must hear from you no later than 60 days after we sent you the FIRST statement on which the problem or error appeared. Be prepared to give us the following information: Your name and account number; A description of the error or the transaction you are unsure about, and why you think it is an error or want more information; and The amount of the suspected error. We will investigate your complaint and will correct any error promptly. If we take more than 10 business days (or 20 business days for new accounts) to do this, we will provide provisional credit to your account for the amount you think is in error so that you will have use of the money during the time it takes us to complete our investigation. our practice is to follow the procedures described above as detailed in your Deposit Account Agreement or other applicable agreements, but we are not legally required to do so. For example, we require you to notify us no later than 30 days after we sent you the first statement on which the error appeared. We may require you to provide us with a written statement that the disputed transaction was unauthorized. We are also not required to give provisional credit. : Contact us immediately if your statement is incorrect or if you need more information about any non-electronic funds transfers on this statement. For more details, see your Deposit Account Agreement or other applicable agreements that govern your account. chase.com/disclosures For more information about the qualifying accounts, deposits, investments or transactions to waive the Monthly Service Fee on this account (if applicable), or if you have any questions, please refer to the Additional Banking Services and Fees at or call us at the number listed on this statement. *start*post transaction detail message *end*post transaction detail message *start*dre portrait disclosure message area *end*dre portrait disclosure message area -- 4 of 4 --"
69,1,"2026-06-17T05:00:00.000Z",1023.85,-16.77,"Comed Payments PPD ID: 2360938600 -16.77"
70,1,"2026-06-17T05:00:00.000Z",995.81,-28.04,"Card Purchase With Pin 06/17 Target T-0942 Chicago IL Card 3413 -28.04"
71,1,"2026-06-18T05:00:00.000Z",963.58,-28.1,"Card Purchase 06/17 Spirits & Snacks Chicago IL Card 3413 -28.10"
72,1,"2026-06-18T05:00:00.000Z",875.23,-88.35,"Card Purchase 06/17 Metro + Smartbar 800-514-3849 NC Card 3413 -88.35"
73,1,"2026-06-18T05:00:00.000Z",815.53,-44.71,"Card Purchase With Pin 06/18 Target T-0942 Chicago IL Card 3413 -44.71"
74,1,"2026-06-22T05:00:00.000Z",775.04,-40.49,"Card Purchase 06/17 Levy@ 1C United Cntr C Chicago IL Card 3413 -40.49"
75,1,"2026-06-22T05:00:00.000Z",765.04,-10,"Card Purchase 06/19 Emporium Logan Square Chicago IL Card 3413 -10.00"
76,1,"2026-06-22T05:00:00.000Z",750.38,-14.66,"Card Purchase 06/20 Spirits & Snacks Chicago IL Card 3413 -14.66"
77,1,"2026-06-22T05:00:00.000Z",619.58,-130.8,"Card Purchase 06/21 Tst* Paradise Park Chicago IL Card 3413 -130.80"
78,1,"2026-06-22T05:00:00.000Z",487.5,-10.7,"Card Purchase 06/21 Spirits & Snacks Chicago IL Card 3413 -10.70"
79,1,"2026-06-22T05:00:00.000Z",435.73,-51.77,"Card Purchase With Pin 06/22 Target T-0942 Chicago IL Card 3413 -51.77"
81,1,"2026-06-23T05:00:00.000Z",622.29,-10.92,"Card Purchase 06/22 Spirits & Snacks Chicago IL Card 3413 -10.92"
82,1,"2026-06-23T05:00:00.000Z",447.29,-175,"Robinhood Funds 892953134 Web ID: 1464364776 -175.00"
83,1,"2026-06-23T05:00:00.000Z",272.29,-175,"Robinhood Funds 892953134 Web ID: 1464364776 -175.00"
84,1,"2026-06-23T05:00:00.000Z",227.07,-45.22,"Card Purchase With Pin 06/23 Target T-0942 Chicago IL Card 3413 -45.22 CHECKING SUMMARY TRANSACTION DETAIL *start*summary *end*summary *start*transaction detail *end*transaction detail -- 1 of 4 -- 2 4	Page of Account Number:"
86,1,"2026-06-25T05:00:00.000Z",252.77,39.3,"Card Purchase 06/25 Tst* Frank And Mary's T Chicago IL Card 3413 - 39.30"
87,1,"2026-06-25T05:00:00.000Z",211.03,41.74,"Peoples Gas Autopay PPD ID: 4361613900 - 41.74"
88,1,"2026-06-25T05:00:00.000Z",182.83,28.2,"Card Purchase With Pin 06/25 Target T-0942 Chicago IL Card 3413 - 28.20"
91,1,"2026-06-26T05:00:00.000Z",1885.56,22.98,"Card Purchase 06/26 Tst* Frank And Mary's T Chicago IL Card 3413 - 22.98"
92,1,"2026-06-29T05:00:00.000Z",1868.58,16.98,"Card Purchase 06/26 Spirits & Snacks Chicago IL Card 3413 - 16.98"
93,1,"2026-06-29T05:00:00.000Z",1851.63,14.66,"Card Purchase 06/26 Spirits & Snacks Chicago IL Card 3413 - 14.66"
94,1,"2026-06-29T05:00:00.000Z",1663.64,-187.99,"Dept Education Student Ln PPD ID: 9102002601 -187.99"
95,1,"2026-06-29T05:00:00.000Z",1608.14,55.5,"Card Purchase With Pin 06/27 Target T-0942 Chicago IL Card 3413 - 55.50"
96,1,"2026-06-29T05:00:00.000Z",1532.11,65.02,"Card Purchase With Pin 06/29 Target T-0942 Chicago IL Card 3413 - 65.02"
97,1,"2026-06-30T05:00:00.000Z",1393.93,-134.38,"Card Purchase 06/30 Customink LLC 800-293-4232 VA Card 3413 -134.38"
98,1,"2026-06-30T05:00:00.000Z",1218.93,-175,"Robinhood Funds 892953134 Web ID: 1464364776 -175.00"
99,1,"2026-06-30T05:00:00.000Z",1043.93,-175,"Robinhood Funds 892953134 Web ID: 1464364776 -175.00"
100,1,"2026-06-30T05:00:00.000Z",1023.93,20,"Card Purchase 06/30 Fanduelsbkprimary 9717083015 NJ Card 3413 - 20.00"
101,1,"2026-06-30T05:00:00.000Z",943.93,80,"Venmo Payment 1051352252813 Web ID: 3264681992 - 80.00"
102,1,"2026-07-01T05:00:00.000Z",919.52,20.61,"Card Purchase 06/30 Spirits & Snacks Chicago IL Card 3413 - 20.61"
103,1,"2026-07-01T05:00:00.000Z",895.33,-7.66,"Card Purchase 07/01 Tst* Frank And Mary's T Chicago IL Card 3413 -7.66"
104,1,"2026-07-01T05:00:00.000Z",884.43,-8.76,"Card Purchase 07/01 Sq *Mr. Taco's Restaura Chicago IL Card 3413 -8.76"
106,1,"2026-07-02T05:00:00.000Z",1053.96,-526.34,"Chase Crd Autopay PPD ID: 4760039224 -526.34"
107,1,"2026-07-02T05:00:00.000Z",1018.96,35,"Venmo Payment 1051393607869 Web ID: 3264681992 - 35.00"
108,1,"2026-07-02T05:00:00.000Z",841.49,-177.47,"Comcast-Xfinity Cable Svcs PPD ID: 0000213249 -177.47"
109,1,"2026-07-02T05:00:00.000Z",785.82,55.67,"Card Purchase With Pin 07/02 Target T-0942 Chicago IL Card 3413 - 55.67"
110,1,"2026-07-06T05:00:00.000Z",763.69,18,"Card Purchase 07/02 Emporium Logan Square Chicago IL Card 3413 - 18.00"
111,1,"2026-07-06T05:00:00.000Z",749.37,14.32,"Recurring Card Purchase 07/03 Spotify USA 877-7781161 NY Card 3413 - 14.32"
112,1,"2026-07-06T05:00:00.000Z",718.01,31.36,"Card Purchase 07/03 Tst*Npk Hospitality Off Chicago IL Card 3413 - 31.36"
113,1,"2026-07-06T05:00:00.000Z",703.63,14.38,"Card Purchase 07/03 Regal City North 1789 Chicago IL Card 3413 - 14.38 TRANSACTION DETAIL (continued) *start*transaction detail *end*transaction detail -- 2 of 4 -- 3 4	Page of Account Number:"
114,1,"2026-07-06T05:00:00.000Z",661.66,37.97,"Card Purchase 07/04 Spirits & Snacks Chicago IL Card 3413 - 37.97"
115,1,"2026-07-06T05:00:00.000Z",614.4,43.26,"Card Purchase With Pin 07/05 Target T-0942 Chicago IL Card 3413 - 43.26"
116,1,"2026-07-06T05:00:00.000Z",592.88,21.52,"Card Purchase With Pin 07/06 Target T-0942 Chicago IL Card 3413 - 21.52"
117,1,"2026-07-07T05:00:00.000Z",579.44,13.44,"Card Purchase 07/06 Spirits & Snacks Chicago IL Card 3413 - 13.44"
118,1,"2026-07-07T05:00:00.000Z",393.97,-175,"Robinhood Funds 892953134 Web ID: 1464364776 -175.00"
119,1,"2026-07-07T05:00:00.000Z",218.97,-175,"Robinhood Funds 892953134 Web ID: 1464364776 -175.00"
120,1,"2026-07-07T05:00:00.000Z",163.97,55,"Venmo Payment 1051505968240 Web ID: 3264681992 - 55.00"
121,1,"2026-07-07T05:00:00.000Z",83.97,80,"Venmo Payment 1051528332501 Web ID: 3264681992 - 80.00"
123,1,"2026-07-08T05:00:00.000Z",1060.98,19.14,"Card Purchase 07/07 Spirits & Snacks Chicago IL Card 3413 - 19.14"
124,1,"2026-07-08T05:00:00.000Z",1055.98,-5,"Card Purchase 07/08 Craigslist.Org 415-399-5200 CA Card 3413 -5.00"
125,1,"2026-07-08T05:00:00.000Z",1028.05,19.11,"Card Purchase 07/08 Tst* Ludlow Liquors Chicago IL Card 3413 - 19.11"
127,1,"2026-07-09T05:00:00.000Z",1105.22,-5,"Card Purchase 07/09 Craigslist.Org 415-399-5200 CA Card 3413 -5.00"
128,1,"2026-07-09T05:00:00.000Z",1012.86,92.36,"Card Purchase With Pin 07/09 Target T-0942 Chicago IL Card 3413 - 92.36"
129,1,"2026-07-09T05:00:00.000Z",981.86,31,"Venmo Payment 1051573514696 Web ID: 3264681992 - 31.00"
131,1,"2026-07-10T05:00:00.000Z",2430.68,50.69,"Card Purchase 07/09 Reckless Records Wp Chicago IL Card 3413 - 50.69"
132,1,"2026-07-10T05:00:00.000Z",2427.68,-3,"Subscription Acorns Tfw2N9 Web ID: 9000142694 -3.00"
133,1,"2026-07-13T05:00:00.000Z",2321.69,26.99,"Card Purchase 07/10 Spirits & Snacks Chicago IL Card 3413 - 26.99"
134,1,"2026-07-13T05:00:00.000Z",2246.06,15.01,"Card Purchase 07/11 Barra N Chicago IL Card 3413 - 15.01"
135,1,"2026-07-13T05:00:00.000Z",2242.79,-3.27,"Card Purchase 07/12 Target T-3214 Chicago IL Card 3413 -3.27"
136,1,"2026-07-13T05:00:00.000Z",2161.21,81.58,"Card Purchase With Pin 07/12 Target T-0942 Chicago IL Card 3413 - 81.58"
137,1,"2026-07-13T05:00:00.000Z",1833.02,15,"Venmo Payment 1051613843292 Web ID: 3264681992 - 15.00"
138,1,"2026-07-14T05:00:00.000Z",1779.68,-6.1,"Card Purchase 07/13 Spirits & Snacks Chicago IL Card 3413 -6.10"
139,1,"2026-07-14T05:00:00.000Z",1739.69,39.99,"Recurring Card Purchase 07/14 LA Fitness 949-255-8100 CA Card 3413 - 39.99"
140,1,"2026-07-14T05:00:00.000Z",1564.69,-175,"Robinhood Funds 892953134 Web ID: 1464364776 -175.00"
141,1,"2026-07-14T05:00:00.000Z",1514.69,50,"Robinhood Funds 892953134 Web ID: 1464364776 - 50.00"
142,1,"2026-07-15T05:00:00.000Z",1427.59,87.1,"Card Purchase 07/15 Tst* Rizzo's Bar & Inn Chicago IL Card 3413 - 87.10 TRANSACTION DETAIL (continued) *start*transaction detail *end*transaction detail -- 3 of 4 -- 4 4	Page of IN CASE OF ERRORS OR QUESTIONS ABOUT YOUR ELECTRONIC FUNDS TRANSFERS: For personal accounts only: For business accounts, IN CASE OF ERRORS OR QUESTIONS ABOUT NON-ELECTRONIC FUNDS TRANSFERS JPMorgan Chase Bank, N.A. Member FDIC Account Number: you need more information about a transfer listed on the statement or receipt. We must hear from you no later than 60 days after we sent you the FIRST statement on which the problem or error appeared. Be prepared to give us the following information: Your name and account number; A description of the error or the transaction you are unsure about, and why you think it is an error or want more information; and The amount of the suspected error. We will investigate your complaint and will correct any error promptly. If we take more than 10 business days (or 20 business days for new accounts) to do this, we will provide provisional credit to your account for the amount you think is in error so that you will have use of the money during the time it takes us to complete our investigation. our practice is to follow the procedures described above as detailed in your Deposit Account Agreement or other applicable agreements, but we are not legally required to do so. For example, we require you to notify us no later than 30 days after we sent you the first statement on which the error appeared. We may require you to provide us with a written statement that the disputed transaction was unauthorized. We are also not required to give provisional credit. : Contact us immediately if your statement is incorrect or if you need more information about any non-electronic funds transfers on this statement. For more details, see your Deposit Account Agreement or other applicable agreements that govern your account. You were not charged a Monthly Service Fee ONE Account was linked chase.com/disclosures"
143,1,"2026-07-15T05:00:00.000Z",1388.07,39.52,"Card Purchase With Pin 07/15 Target T-0942 Chicago IL Card 3413 - 39.52"
144,1,"2026-07-16T05:00:00.000Z",1340.27,48.79,"Card Purchase 07/14 Levy@2Wrigley Field Chicago IL Card 3413 - 48.79"
145,1,"2026-07-16T05:00:00.000Z",1316.34,-9.93,"Card Purchase 07/15 Spirits & Snacks Chicago IL Card 3413 -9.93"
146,1,"2026-07-16T05:00:00.000Z",1309.05,-5,"Card Purchase 07/16 Craigslist.Org 415-399-5200 CA Card 3413 -5.00"
147,1,"2026-07-16T05:00:00.000Z",1279.05,30,"Recurring Card Purchase 07/16 Scrimba Oslo Card 3413 - 30.00"
148,1,"2026-07-16T05:00:00.000Z",1262.13,16.92,"Comed Payments PPD ID: 2360938600 - 16.92 on your CHASE TOTAL CHECKING account since you had of the following during the monthly statement period: in qualifying electronic deposits; or statement) average beginning day balance in this account, or in combination with any other linked qualifying personal deposits or investments; or to a qualifying checking account For more information about the qualifying accounts, deposits, investments or transactions to waive the Monthly Service Fee on this account (if applicable), or if you have any questions, please refer to the Additional Banking Services and Fees at or call us at the number listed on this statement. TRANSACTION DETAIL (continued) *start*transaction detail *end*transaction detail *start*post transaction detail message *end*post transaction detail message *start*dre portrait disclosure message area *end*dre portrait disclosure message area -- 4 of 4 --"
150,1,"2026-05-19T05:00:00.000Z",1575.53,-27.14,"Robinhood Funds 892953134 Web ID: 1464364776 -27.14"
151,1,"2026-05-20T05:00:00.000Z",1478,-25,"Robinhood Funds 892953134 Web ID: 1464364776 -25.00"
152,1,"2026-05-20T05:00:00.000Z",1453,-25,"Robinhood Funds 892953134 Web ID: 1464364776 -25.00"
153,1,"2026-05-20T05:00:00.000Z",1415.3,-37.7,"Card Purchase With Pin 05/20 Target T-0942 Chicago IL Card 3413 -37.70"
154,1,"2026-05-21T05:00:00.000Z",1405.39,9.91,"Card Purchase 05/20 Spirits & Snacks Chicago IL Card 3413 - 9.91"
155,1,"2026-05-21T05:00:00.000Z",1254.62,-29.39,"Card Purchase With Pin 05/21 Target T-0942 Chicago IL Card 3413 -29.39"
157,1,"2026-05-22T05:00:00.000Z",1264.71,-500,"05/22 Online Transfer To Sav ...4385 Transaction#: 29319434507 -500.00"
158,1,"2026-05-22T05:00:00.000Z",1221.27,-43.44,"Card Purchase With Pin 05/22 Target T-0942 Chicago IL Card 3413 -43.44 CHECKING SUMMARY CHECKS PAID TRANSACTION DETAIL *start*summary *end*summary *start*checks paid section2 *end*checks paid section2 *start*transaction detail *end*transaction detail -- 1 of 4 -- 2 4	Page of Account Number:"
159,1,"2026-05-26T05:00:00.000Z",1211.27,10,"Robinhood Funds 892953134 Web ID: 1464364776 - 10.00"
160,1,"2026-05-26T05:00:00.000Z",1185.11,26.16,"Card Purchase 05/24 Tst* Cody S Public Hous Chicago IL Card 3413 - 26.16"
161,1,"2026-05-26T05:00:00.000Z",1161.93,-7.09,"Card Purchase 05/24 Sq *Hexe Coffee CO. Chicago IL Card 3413 -7.09"
162,1,"2026-05-26T05:00:00.000Z",1129.87,32.06,"Card Purchase With Pin 05/24 Target T-0942 Chicago IL Card 3413 - 32.06"
163,1,"2026-05-26T05:00:00.000Z",1122.8,-7.07,"Card Purchase 05/24 Spirits & Snacks Chicago IL Card 3413 -7.07"
164,1,"2026-05-26T05:00:00.000Z",1107.37,-4.64,"Card Purchase 05/25 Target 00009423 Chicago IL Card 3413 -4.64"
165,1,"2026-05-26T05:00:00.000Z",1096.51,10.86,"Card Purchase 05/26 Tst* Frank And Mary's T Chicago IL Card 3413 - 10.86"
166,1,"2026-05-26T05:00:00.000Z",1014.93,62.85,"Card Purchase With Pin 05/26 Target T-0942 Chicago IL Card 3413 - 62.85"
167,1,"2026-05-27T05:00:00.000Z",1004.07,10.86,"Card Purchase 05/27 Tst* Frank And Mary's T Chicago IL Card 3413 - 10.86"
168,1,"2026-05-27T05:00:00.000Z",816.08,-187.99,"Dept Education Student Ln PPD ID: 9102002601 -187.99"
169,1,"2026-05-27T05:00:00.000Z",762.01,54.07,"Peoples Gas Autopay PPD ID: 4361613900 - 54.07"
170,1,"2026-05-27T05:00:00.000Z",737.01,25,"Robinhood Funds 892953134 Web ID: 1464364776 - 25.00"
171,1,"2026-05-27T05:00:00.000Z",705.04,31.97,"Card Purchase With Pin 05/27 Target T-0942 Chicago IL Card 3413 - 31.97"
173,1,"2026-06-01T05:00:00.000Z",2205.74,19.28,"Card Purchase 05/29 Spirits & Snacks Chicago IL Card 3413 - 19.28"
174,1,"2026-06-01T05:00:00.000Z",2157.58,48.16,"Card Purchase 05/29 Su Taqueria El Rey Del Chicago IL Card 3413 - 48.16"
175,1,"2026-06-01T05:00:00.000Z",2135.15,22.43,"Card Purchase 05/30 Tst* Jeni's Splendid Ic Chicago IL Card 3413 - 22.43"
176,1,"2026-06-01T05:00:00.000Z",2130.78,-4.37,"Card Purchase 05/31 Starbucks Store 02223 Chicago IL Card 3413 -4.37"
177,1,"2026-06-01T05:00:00.000Z",2090.45,40.33,"Card Purchase With Pin 05/31 Target T-0942 Chicago IL Card 3413 - 40.33"
178,1,"2026-06-01T05:00:00.000Z",2081.69,-8.76,"Card Purchase 06/01 Tst* Small Bar Chicago IL Card 3413 -8.76"
179,1,"2026-06-01T05:00:00.000Z",2034.94,46.75,"Card Purchase With Pin 06/01 Target T-0942 Chicago IL Card 3413 - 46.75"
180,1,"2026-06-02T05:00:00.000Z",1857.47,-177.47,"Comcast-Xfinity Cable Svcs PPD ID: 0000213249 -177.47"
181,1,"2026-06-02T05:00:00.000Z",1823.43,34.04,"Card Purchase With Pin 06/02 Target T-0942 Chicago IL Card 3413 - 34.04"
182,1,"2026-06-04T05:00:00.000Z",1795.32,17.18,"Card Purchase 06/03 Spirits & Snacks Chicago IL Card 3413 - 17.18"
183,1,"2026-06-04T05:00:00.000Z",1781,14.32,"Recurring Card Purchase 06/03 Spotify USA 877-7781161 NY Card 3413 - 14.32"
184,1,"2026-06-04T05:00:00.000Z",1762.25,18.75,"Card Purchase 06/04 Convenient Food Mart Chicago IL Card 3413 - 18.75"
185,1,"2026-06-04T05:00:00.000Z",1386.25,-376,"Card Purchase 06/04 Gametime Gametime.CO CA Card 3413 -376.00"
186,1,"2026-06-04T05:00:00.000Z",1334.74,51.51,"Card Purchase With Pin 06/04 Target T-0942 Chicago IL Card 3413 - 51.51"
187,1,"2026-06-08T05:00:00.000Z",1289.82,40.92,"Card Purchase 06/05 Su Taqueria El Rey Del Chicago IL Card 3413 - 40.92"
